id,name,alcaldia,lon,lat
05-003,AHUEHUETES,GUSTAVO A. MADERO,-99.13135,19.54596
05-004,AIDEE SOLS CRDENAS-MATAS ROMERO (U HAB),GUSTAVO A. MADERO,-99.14669,19.53339
05-005,ARAGON INGUARAN,GUSTAVO A. MADERO,-99.10748,19.47072
05-011,BENITO JUAREZ,GUSTAVO A. MADERO,-99.13941,19.53246
05-014,C T M ARAGON (U),GUSTAVO A. MADERO,-99.05607,19.45269
05-015,C T M ARAGON AMPLIACION (U),GUSTAVO A. MADERO,-99.0535,19.45555
05-018,CAPULTITLAN,GUSTAVO A. MADERO,-99.13365,19.47837
05-027,COCOYOTES (AMPL),GUSTAVO A. MADERO,-99.12796,19.55088
05-029,CONSTITUCION DE LA REPUBLICA,GUSTAVO A. MADERO,-99.10088,19.4834
05-031,CTM ATZACOALCO (U HAB),GUSTAVO A. MADERO,-99.10056,19.50808
05-032,CTM EL RISCO (U HAB),GUSTAVO A. MADERO,-99.096,19.50944
05-035,CUCHILLA DEL TESORO,GUSTAVO A. MADERO,-99.0583,19.44825
05-044,EJIDOS SAN JUAN DE ARAGON 2A SECCION (U HAB),GUSTAVO A. MADERO,-99.0778,19.46575
05-049,EL CARMEN,GUSTAVO A. MADERO,-99.1323,19.54242
05-054,ESTANZUELA,GUSTAVO A. MADERO,-99.10974,19.4905
05-055,ESTRELLA,GUSTAVO A. MADERO,-99.11654,19.47499
05-058,FAJA DE ORO,GUSTAVO A. MADERO,-99.10511,19.46588
05-060,FERROCARRILERA INSURGENTES,GUSTAVO A. MADERO,-99.09237,19.4821
05-061,FOVISSSTE CUCHILLA (U HAB),GUSTAVO A. MADERO,-99.08753,19.47188
05-067,GERTRUDIS SANCHEZ 2A SECCION,GUSTAVO A. MADERO,-99.09942,19.46612
05-069,GRACIANO SANCHEZ,GUSTAVO A. MADERO,-99.14664,19.55773
05-072,GUADALUPE PROLETARIA,GUSTAVO A. MADERO,-99.15573,19.52175
05-076,GUADALUPE VICTORIA II,GUSTAVO A. MADERO,-99.141,19.47191
05-084,INFONAVIT LORETO FABELA (U HAB),GUSTAVO A. MADERO,-99.08023,19.4716
05-088,JOSE MARIA MORELOS Y PAVON I (U HAB),GUSTAVO A. MADERO,-99.09452,19.48392
05-089,JOSE MARIA MORELOS Y PAVON II (U HAB),GUSTAVO A. MADERO,-99.09164,19.47959
05-090,JUAN DE DIOS BATIZ (U HAB),GUSTAVO A. MADERO,-99.12982,19.50378
05-098,LA FORESTAL,GUSTAVO A. MADERO,-99.13122,19.56288
05-099,LA FORESTAL 1,GUSTAVO A. MADERO,-99.12802,19.56762
05-101,LA FORESTAL 3,GUSTAVO A. MADERO,-99.12931,19.56911
05-102,LA JOYA,GUSTAVO A. MADERO,-99.1088,19.45702
05-117,LOS OLIVOS (U HAB),GUSTAVO A. MADERO,-99.08165,19.47311
05-121,MALACATES (AMPL),GUSTAVO A. MADERO,-99.12609,19.58135
05-124,MARTIRES DE RIO BLANCO,GUSTAVO A. MADERO,-99.1137,19.46009
05-125,MARTIRES DE RIO BLANCO (AMPL),GUSTAVO A. MADERO,-99.10645,19.46156
05-129,NUEVA INDUSTRIAL VALLEJO (FRACC),GUSTAVO A. MADERO,-99.15312,19.5108
05-132,PALMATITLA,GUSTAVO A. MADERO,-99.13257,19.55195
05-136,PEMEX LINDAVISTA (U HAB),GUSTAVO A. MADERO,-99.13401,19.50637
05-141,PROGRESO NACIONAL (AMPL),GUSTAVO A. MADERO,-99.15964,19.51602
05-149,SALVADOR DIAZ MIRON,GUSTAVO A. MADERO,-99.09775,19.48817
05-154,SAN JOSE TICOMAN,GUSTAVO A. MADERO,-99.13219,19.50495
05-156,SAN JUAN DE ARAGON (PBLO),GUSTAVO A. MADERO,-99.08339,19.46916
05-161,SAN JUAN DE ARAGON 6A SECCION (U HAB) I,GUSTAVO A. MADERO,-99.06929,19.46939
05-163,SAN JUAN III (U HAB),GUSTAVO A. MADERO,-99.09513,19.48073
05-164,SAN JUAN Y GUADALUPE TICOMAN (BARR),GUSTAVO A. MADERO,-99.1297,19.52108
05-165,SAN MIGUEL CUAUTEPEC,GUSTAVO A. MADERO,-99.1358,19.5601
05-167,SAN PEDRO EL CHICO,GUSTAVO A. MADERO,-99.09762,19.47117
05-169,SAN RAFAEL TICOMAN (BARR),GUSTAVO A. MADERO,-99.12183,19.5144
05-170,SANTA ISABEL TOLA (PBLO),GUSTAVO A. MADERO,-99.11423,19.49792
05-172,SANTIAGO ATEPETLAC,GUSTAVO A. MADERO,-99.16007,19.52456
05-173,SANTIAGO ATEPETLAC (LA SELVITA) (U HAB),GUSTAVO A. MADERO,-99.14763,19.51964
05-175,SCT (U HAB),GUSTAVO A. MADERO,-99.15675,19.5077
05-176,SIETE MARAVILLAS,GUSTAVO A. MADERO,-99.14498,19.51537
05-177,SOLIDARIDAD NACIONAL,GUSTAVO A. MADERO,-99.1535,19.53433
05-179,TABLAS DE SAN AGUSTIN,GUSTAVO A. MADERO,-99.11276,19.46443
05-183,TLACAMACA,GUSTAVO A. MADERO,-99.13667,19.4744
05-184,TLALPEXCO,GUSTAVO A. MADERO,-99.126,19.5462
05-186,TORRES DE SAN JUAN (U HAB),GUSTAVO A. MADERO,-99.09303,19.47883
05-189,TRES ESTRELLAS,GUSTAVO A. MADERO,-99.11111,19.47215
05-192,VALLE DE MADERO,GUSTAVO A. MADERO,-99.13875,19.55033
05-193,VALLE DEL TEPEYAC,GUSTAVO A. MADERO,-99.14157,19.48797
05-198,VILLA DE ARAGON (FRACC),GUSTAVO A. MADERO,-99.06058,19.46844
05-200,VILLA HERMOSA,GUSTAVO A. MADERO,-99.09241,19.50222
05-206,15 DE AGOSTO,GUSTAVO A. MADERO,-99.10796,19.48457
05-208,25 DE JULIO,GUSTAVO A. MADERO,-99.08098,19.49601
05-210,51 LEGISLATURA,GUSTAVO A. MADERO,-99.09304,19.4835
05-216,CAMPESTRE ARAGON II,GUSTAVO A. MADERO,-99.0807,19.48303
05-224,INDUSTRIAL II,GUSTAVO A. MADERO,-99.12817,19.47514
05-225,LINDAVISTA I,GUSTAVO A. MADERO,-99.13167,19.48994
05-229,NUEVA ATZACOALCO I,GUSTAVO A. MADERO,-99.08294,19.50314
05-231,NUEVA ATZACOALCO III,GUSTAVO A. MADERO,-99.08937,19.49331
05-233,PROGRESO NACIONAL II,GUSTAVO A. MADERO,-99.15157,19.51789
05-237,SAN FELIPE DE JESUS I,GUSTAVO A. MADERO,-99.06856,19.49759
05-238,SAN FELIPE DE JESUS II,GUSTAVO A. MADERO,-99.0783,19.49171
05-241,SAN JUAN DE ARAGON 1A SECCION (U HAB) I,GUSTAVO A. MADERO,-99.09284,19.45602
05-244,SAN JUAN DE ARAGON 2A SECCION (U HAB) II,GUSTAVO A. MADERO,-99.08481,19.4567
05-246,SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II,GUSTAVO A. MADERO,-99.07196,19.45953
05-247,SAN JUAN DE ARAGON 7 SECC (U HAB) I,GUSTAVO A. MADERO,-99.07578,19.47395
05-249,VALLEJO I,GUSTAVO A. MADERO,-99.13527,19.46783
05-252,ZONA ESCOLAR II,GUSTAVO A. MADERO,-99.1475,19.54165
05-254,LA ESMERALDA III,GUSTAVO A. MADERO,-99.08433,19.48539
05-256,SAN JUAN DE ARAGON 6A SECCION (U HAB) II,GUSTAVO A. MADERO,-99.06403,19.46654
09-005,SAN JERONIMO MIACATLAN (PBLO),MILPA ALTA,-99.00476,19.18882
09-006,SAN JUAN TEPENAHUAC (PBLO),MILPA ALTA,-98.99389,19.18968
09-009,SAN PEDRO ATOCPAN (PBLO),MILPA ALTA,-99.04859,19.20559
09-011,SANTA ANA TLACOTENCO (PBLO),MILPA ALTA,-98.99948,19.17372
12-004,AMPLIACION MIGUEL HIDALGO 4A SECC,TLALPAN,-99.21033,19.27351
12-005,AMSA,TLALPAN,-99.13887,19.28501
12-007,ARBOLEDAS DEL SUR,TLALPAN,-99.13892,19.29279
12-018,CANTERA PUENTE DE PIEDRA,TLALPAN,-99.16423,19.29923
12-025,COLINAS DEL BOSQUE-LAS TORTOLAS,TLALPAN,-99.14944,19.27822
12-026,CONDOMINIO DEL BOSQUE (FRACC)-BOSQUE DE TLALPAN,TLALPAN,-99.19829,19.29138
12-027,CONJUNTO URBANO CUEMANCO (U HAB),TLALPAN,-99.10534,19.29671
12-029,CRUZ DEL FAROL,TLALPAN,-99.20961,19.26907
12-046,FRESNO,TLALPAN,-99.19,19.27777
12-050,GRANJAS COAPA,TLALPAN,-99.11428,19.29528
12-051,GRANJAS COAPA ORIENTE,TLALPAN,-99.10829,19.29645
12-053,HACIENDA SAN JUAN-RINCON DE SAN JUAN-CHIMALI,TLALPAN,-99.14311,19.28949
12-069,LA  LONJA,TLALPAN,-99.1803,19.29133
12-072,LA JOYA,TLALPAN,-99.16447,19.28096
12-077,LA TORTUGA XOLALPA-HCO COLEGIO MILITAR,TLALPAN,-99.15074,19.25734
12-084,LOMAS DE TEXCALATLACO,TLALPAN,-99.15258,19.23884
12-087,LOS  ENCINOS,TLALPAN,-99.22737,19.27751
12-094,"MESA LOS HORNOS, TEXCALTENCO",TLALPAN,-99.18444,19.27483
12-095,MIGUEL HIDALGO,TLALPAN,-99.18575,19.28773
12-099,MIRADOR DEL VALLE,TLALPAN,-99.18237,19.25623
12-100,MIRADOR I,TLALPAN,-99.2194,19.27141
12-106,"NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 6 (U HAB)",TLALPAN,-99.12238,19.29299
12-108,NIO JESUS (BARR),TLALPAN,-99.16101,19.28671
12-111,OCOTLA - OCOTLA CHICO,TLALPAN,-99.16724,19.21208
12-114,PARQUES DEL PEDREGAL,TLALPAN,-99.1919,19.29987
12-121,PEDREGAL DE STA URSULA XITLA,TLALPAN,-99.17802,19.27374
12-127,POPULAR STA TERESA,TLALPAN,-99.22399,19.30093
12-136,RANCHO LOS COLORINES (FRACC),TLALPAN,-99.13778,19.28819
12-145,ROCA DE CRISTAL,TLALPAN,-99.18756,19.27583
12-154,SAN MIGUEL  XICALCO (PBLO),TLALPAN,-99.1633,19.23182
12-156,SAN MIGUEL TEHUISCO-LOS ANGELES-AYOMETITLA,TLALPAN,-99.15843,19.21091
12-157,SAN MIGUEL TOPILEJO (PBLO),TLALPAN,-99.15792,19.19633
12-160,SAN PEDRO MARTIR (PBLO),TLALPAN,-99.17133,19.26572
12-163,SANTO TOMAS AJUSCO (PBLO),TLALPAN,-99.21726,19.21289
12-164,SAUZALES CEBADALES (U HAB),TLALPAN,-99.1108,19.29792
12-170,TEPETLICA EL ALTO-3 DE MAYO,TLALPAN,-99.14733,19.23461
12-174,TEZONTITLA - EL CALVARIO (AMPL),TLALPAN,-99.14744,19.20783
12-175,TLALCOLIGIA,TLALPAN,-99.17097,19.27598
12-176,TLALMILLE,TLALPAN,-99.18617,19.2595
12-182,TRES FUENTES (U HAB),TLALPAN,-99.1216,19.29828
12-184,VALLE ESCONDIDO,TLALPAN,-99.14473,19.27791
12-185,VALLE VERDE,TLALPAN,-99.14343,19.24581
12-188,VERGEL DE COYOACAN-VERGEL DEL SUR,TLALPAN,-99.13716,19.3018
12-191,VILLA COAPA (RDCIAL),TLALPAN,-99.11894,19.28965
12-195,VILLA OLIMPICA LIBERADOR MIGUEL HIDALGO (U HAB),TLALPAN,-99.18722,19.29743
12-199,VIVEROS DE COACTETLAN,TLALPAN,-99.15289,19.24313
12-200,XAXALCO,TLALPAN,-99.14151,19.19233
12-202,ZACATIENDA,TLALPAN,-99.1641,19.25825
12-209,HEROES DE PADIERNA I,TLALPAN,-99.22405,19.2859
12-211,LOMAS DE  PADIERNA I,TLALPAN,-99.22749,19.29394
12-213,PEDREGAL DE SN NICOLAS 4A SECC I,TLALPAN,-99.23959,19.27751
12-220,ISIDRO FABELA II (ORIENTE),TLALPAN,-99.17044,19.30055
13-003,BARRIO 18,XOCHIMILCO,-99.11154,19.28444
13-004,BELEM (BARR),XOCHIMILCO,-99.10224,19.26001
13-005,BOSQUE RESIDENCIAL DEL SUR (FRACC),XOCHIMILCO,-99.12996,19.28067
13-009,CRISTO REY,XOCHIMILCO,-99.01502,19.25075
13-013,GUADALUPE,XOCHIMILCO,-99.11809,19.21372
13-022,LA GUADALUPITA (BARR),XOCHIMILCO,-99.10182,19.26458
13-026,LOS CERRILLOS II,XOCHIMILCO,-99.0174,19.24386
13-028,"NATIVITAS",XOCHIMILCO,-99.01066,19.24894
13-033,POTRERO DE SAN BERNARDINO,XOCHIMILCO,-99.12148,19.26963
13-035,SAN ANDRES AHUAYUCAN (PBLO),XOCHIMILCO,-99.1066,19.21725
13-038,SAN CRISTOBAL (BARR),XOCHIMILCO,-99.09823,19.25963
13-039,SAN DIEGO (BARR),XOCHIMILCO,-99.09999,19.26388
13-043,SAN GREGORIO ATLAPULCO (PBLO),XOCHIMILCO,-99.05453,19.26036
13-048,SAN JUAN TEPEPAN,XOCHIMILCO,-99.12849,19.274
13-053,SAN LUIS TLAXIALTEMALCO (PBLO),XOCHIMILCO,-99.03626,19.25442
13-055,SAN MARCOS (BARR),XOCHIMILCO,-99.11116,19.26317
13-057,SAN PEDRO (BARR),XOCHIMILCO,-99.10836,19.25686
13-063,SANTA INES,XOCHIMILCO,-99.11442,19.23391
13-071,TIERRA NUEVA,XOCHIMILCO,-99.11934,19.26598
13-072,TLAXOPAN,XOCHIMILCO,-99.1394,19.23324
13-077,AZTLAN-APACHES (U HAB),XOCHIMILCO,-99.10607,19.2873
13-083,VILLA XOCHIMILCO (U HAB),XOCHIMILCO,-99.12583,19.26718
06-005,FRACCIONAMIENTO COYUYA,IZTACALCO,-99.11474,19.40037
06-006,CUCHILLA AGRICOLA ORIENTAL,IZTACALCO,-99.08067,19.40475
06-007,CUCHILLA RAMOS MILLAN,IZTACALCO,-99.09204,19.38752
06-013,INPI PICOS,IZTACALCO,-99.10303,19.38763
06-014,JARDINES TECMA,IZTACALCO,-99.11692,19.38762
06-017,LA CRUZ,IZTACALCO,-99.11636,19.40381
06-018,LOS REYES,IZTACALCO,-99.11635,19.3962
06-021,NUEVA STA ANITA,IZTACALCO,-99.12682,19.39906
06-027,REFORMA IZTACCIHUATL NORTE,IZTACALCO,-99.12984,19.38649
06-034,SANTIAGO NORTE,IZTACALCO,-99.12474,19.39218
06-038,VIADUCTO PIEDAD,IZTACALCO,-99.13116,19.40122
06-039,ZAPOTLA,IZTACALCO,-99.12128,19.39542
06-040,AGRICOLA ORIENTAL I,IZTACALCO,-99.0773,19.40182
06-045,AGRICOLA ORIENTAL VI,IZTACALCO,-99.0624,19.39546
06-050,GRANJAS MEXICO I,IZTACALCO,-99.10506,19.40249
06-051,GRANJAS MEXICO II,IZTACALCO,-99.09038,19.40192
06-053,INFONAVIT IZTACALCO (U HAB) II,IZTACALCO,-99.10607,19.38243
06-054,JUVENTINO ROSAS I,IZTACALCO,-99.11067,19.39244
06-056,PANTITLAN I,IZTACALCO,-99.0663,19.41696
11-004,DEL MAR SUR,TLAHUAC,-99.06106,19.28656
11-009,EMILIANO ZAPATA 2A,TLAHUAC,-98.96944,19.20423
11-010,FRANCISCO VILLA,TLAHUAC,-99.00132,19.2489
11-012,JAIME TORRES BODET,TLAHUAC,-98.99876,19.23043
11-016,LA HABANA,TLAHUAC,-98.99586,19.26786
11-018,LA MESA,TLAHUAC,-98.96753,19.31638
11-021,LAS ARBOLEDAS,TLAHUAC,-99.05302,19.30801
11-029,PEA ALTA,TLAHUAC,-99.00491,19.23246
11-030,QUIAHUATLA,TLAHUAC,-99.0039,19.26049
11-031,SAN ANDRES MIXQUIC (PBLO),TLAHUAC,-98.95956,19.22237
11-034,SAN JUAN IXTAYOPAN (PBLO),TLAHUAC,-98.99502,19.24531
11-036,SAN MIGUEL ZAPOTITLA,TLAHUAC,-99.03682,19.31062
11-037,SAN NICOLAS TETELCO (PBLO),TLAHUAC,-98.97574,19.21758
11-038,SAN PEDRO TLAHUAC (PBLO),TLAHUAC,-99.00996,19.27026
11-040,SANTA CATARINA YECAHUIZOTL (PBLO),TLAHUAC,-98.97336,19.30411
11-041,SANTA CECILIA,TLAHUAC,-99.00652,19.27917
11-043,SELENE (AMPL),TLAHUAC,-98.99459,19.28696
11-044,SELENE 1a SECC,TLAHUAC,-99.00303,19.29238
11-045,SELENE 2da SECC,TLAHUAC,-99.00483,19.28497
11-048,TEPANTITLAMILCO,TLAHUAC,-98.9707,19.22061
11-050,TIERRA BLANCA,TLAHUAC,-99.00736,19.23562
11-055,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE I,TLAHUAC,-99.04868,19.30627
11-058,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE II,TLAHUAC,-99.04406,19.30332
11-059,ATOTOLCO,TLAHUAC,-99.02664,19.26663
11-060,CUITLAHUAC,TLAHUAC,-99.01737,19.2641
02-002,ALDANA,AZCAPOTZALCO,-99.15,19.47074
02-010,COSMOPOLITA,AZCAPOTZALCO,-99.16333,19.47481
02-016,DEL GAS (AMPL),AZCAPOTZALCO,-99.15762,19.46664
02-019,DEMET (U HAB),AZCAPOTZALCO,-99.18091,19.48746
02-025,EL ROSARIO C (U HAB),AZCAPOTZALCO,-99.20241,19.50616
02-026,EUZKADI,AZCAPOTZALCO,-99.1607,19.47768
02-028,FERRERIA,AZCAPOTZALCO,-99.17458,19.50329
02-029,FERRERIA (U HAB),AZCAPOTZALCO,-99.17681,19.4987
02-031,FUENTES DE AZCAPOTZALCO-PARQUES DE AZCAPOTZALCO (U HAB),AZCAPOTZALCO,-99.18972,19.47503
02-034,HUAUTLA DE LAS SALINAS (BARR),AZCAPOTZALCO,-99.1593,19.48898
02-036,INDUSTRIAL VALLEJO (U HAB),AZCAPOTZALCO,-99.16347,19.49523
02-037,ISSFAM LAS ARMAS (U HAB),AZCAPOTZALCO,-99.21646,19.48562
02-047,MIGUEL HIDALGO (U HAB),AZCAPOTZALCO,-99.19859,19.49356
02-052,NUEVA SANTA MARIA,AZCAPOTZALCO,-99.16799,19.46284
02-054,OBRERO POPULAR,AZCAPOTZALCO,-99.17466,19.46395
02-058,PEMEX PRADOS DEL ROSARIO (U HAB),AZCAPOTZALCO,-99.20782,19.50442
02-061,PORVENIR,AZCAPOTZALCO,-99.14678,19.47113
02-068,ROSENDO SALAZAR (CONJ HAB),AZCAPOTZALCO,-99.20589,19.48702
02-070,SAN ALVARO,AZCAPOTZALCO,-99.18376,19.46148
02-071,SAN ANDRES (BARR),AZCAPOTZALCO,-99.18029,19.49215
02-077,SAN FRANCISCO TETECALA (PBLO),AZCAPOTZALCO,-99.19138,19.48016
02-079,SAN JUAN TLIHUACA (PBLO),AZCAPOTZALCO,-99.20459,19.4894
02-082,SAN MATEO,AZCAPOTZALCO,-99.19154,19.48316
02-086,SAN RAFAEL,AZCAPOTZALCO,-99.18799,19.48645
02-092,SANTA CRUZ ACAYUCAN (PBLO),AZCAPOTZALCO,-99.19456,19.47578
02-093,SANTA CRUZ DE LAS SALINAS,AZCAPOTZALCO,-99.15465,19.48757
02-096,SANTA MARIA MALINALCO (PBLO),AZCAPOTZALCO,-99.1819,19.47813
02-097,SANTIAGO AHUIZOTLA (PBLO),AZCAPOTZALCO,-99.21067,19.47688
02-107,UN HOGAR PARA CADA TRABAJADOR,AZCAPOTZALCO,-99.17614,19.47397
02-110,XOCHINAHUAC (U HAB),AZCAPOTZALCO,-99.19418,19.50769
02-111,SAN PEDRO XALPA (AMPL) I,AZCAPOTZALCO,-99.21636,19.48067
02-112,SAN PEDRO XALPA (AMPL) II,AZCAPOTZALCO,-99.21704,19.47591
02-113,PRO HOGAR I,AZCAPOTZALCO,-99.15043,19.47507
02-114,PRO HOGAR II,AZCAPOTZALCO,-99.15597,19.47635
10-001,ABRAHAM GONZALEZ,ALVARO OBREGON,-99.20547,19.3864
10-006,AGUILAS PILARES,ALVARO OBREGON,-99.20341,19.35617
10-007,ALCANTARILLA,ALVARO OBREGON,-99.24562,19.33923
10-009,ALFONSO XIII,ALVARO OBREGON,-99.19539,19.37632
10-010,ALPES,ALVARO OBREGON,-99.19396,19.3605
10-011,ALPES (AMPL),ALVARO OBREGON,-99.21005,19.35648
10-013,LA MEXICANA (AMPL),ALVARO OBREGON,-99.22815,19.3837
10-014,JALALPA (AMPL),ALVARO OBREGON,-99.23314,19.37787
10-017,ARTURO GAMIZ,ALVARO OBREGON,-99.25499,19.3553
10-021,ATLAMAYA,ALVARO OBREGON,-99.20245,19.35046
10-027,BATALLON DE SAN PATRICIO (U HAB),ALVARO OBREGON,-99.20652,19.37156
10-032,BONANZA,ALVARO OBREGON,-99.21546,19.38632
10-034,CALZADA JALALPA,ALVARO OBREGON,-99.22387,19.38169
10-038,CANUTILLO 3RA SECCION,ALVARO OBREGON,-99.22671,19.36271
10-039,CANUTILLO PREDIO LA PRESA,ALVARO OBREGON,-99.23108,19.36239
10-042,CHIMALISTAC,ALVARO OBREGON,-99.18653,19.3447
10-045,CONCIENCIA PROLETARIA,ALVARO OBREGON,-99.21773,19.36144
10-046,COOPERATIVA CEHUAYO,ALVARO OBREGON,-99.24297,19.35835
10-051,DE TARANGO (RCNDA),ALVARO OBREGON,-99.22221,19.36253
10-053,DOS RIOS,ALVARO OBREGON,-99.24584,19.35727
10-057,EL BOSQUE 2DA SECCION (AMPL),ALVARO OBREGON,-99.20035,19.39131
10-058,EL BOSQUE SECCION TORRES,ALVARO OBREGON,-99.19569,19.39327
10-061,EL CUERNITO,ALVARO OBREGON,-99.22008,19.38932
10-064,EL PIRU (FRACC),ALVARO OBREGON,-99.21796,19.38038
10-067,EL RODEO,ALVARO OBREGON,-99.20854,19.38052
10-069,EMANCIPACION DEL PUEBLO,ALVARO OBREGON,-99.23852,19.3604
10-071,ESTADO DE HIDALGO,ALVARO OBREGON,-99.20659,19.39968
10-076,GARCIMARRERO,ALVARO OBREGON,-99.23723,19.3652
10-078,GARCIMARRERO REACOMODO,ALVARO OBREGON,-99.23494,19.36621
10-079,GOLONDRINAS,ALVARO OBREGON,-99.21329,19.37852
10-082,GRAL A ROSALES,ALVARO OBREGON,-99.24672,19.37768
10-086,HOGAR Y REDENCION,ALVARO OBREGON,-99.21355,19.36922
10-087,ISIDRO FABELA,ALVARO OBREGON,-99.20898,19.38628
10-089,JALALPA EL GRANDE,ALVARO OBREGON,-99.24289,19.36964
10-090,JALALPA TEPITO,ALVARO OBREGON,-99.23658,19.37587
10-092,JOSE MARIA PINO SUAREZ,ALVARO OBREGON,-99.19882,19.39613
10-096,LA CAADA,ALVARO OBREGON,-99.22577,19.38247
10-100,LA CONCHITA,ALVARO OBREGON,-99.20769,19.39169
10-102,LA HUERTA,ALVARO OBREGON,-99.23971,19.37879
10-106,LA MEXICANA,ALVARO OBREGON,-99.23163,19.38205
10-109,LA PALMITA,ALVARO OBREGON,-99.22638,19.38428
10-111,LA PRESA,ALVARO OBREGON,-99.21182,19.38213
10-112,LA PRESA SECCION HORNOS,ALVARO OBREGON,-99.21575,19.38211
10-114,LAS AGUILAS,ALVARO OBREGON,-99.20271,19.36058
10-116,LAS AGUILAS SECC HORNOS,ALVARO OBREGON,-99.20483,19.36211
10-118,LAS CUEVITAS,ALVARO OBREGON,-99.22577,19.38679
10-121,LIBERALES DE 1857,ALVARO OBREGON,-99.21258,19.39355
10-122,LLANO REDONDO,ALVARO OBREGON,-99.24499,19.3551
10-125,LOMAS DE BECERRA (U HAB),ALVARO OBREGON,-99.20087,19.38466
10-126,LOMAS DE BECERRA ARVIDE (U HAB),ALVARO OBREGON,-99.20689,19.38308
10-127,LOMAS DE CAPULA,ALVARO OBREGON,-99.21584,19.37961
10-128,LOMAS DE CAPULIN,ALVARO OBREGON,-99.27172,19.31048
10-132,LOMAS DE LA ERA,ALVARO OBREGON,-99.26267,19.32114
10-133,LOMAS DE LAS AGUILAS,ALVARO OBREGON,-99.23585,19.3465
10-134,LOMAS DE LOS ANGELES TETELPAN,ALVARO OBREGON,-99.2138,19.34352
10-135,LOMAS DE LOS CEDROS,ALVARO OBREGON,-99.25748,19.32531
10-138,LOMAS DE PUERTA GRANDE,ALVARO OBREGON,-99.2298,19.35447
10-144,LOMAS DE TETELPAN,ALVARO OBREGON,-99.21773,19.34511
10-148,MARGARITA M DE JUAREZ,ALVARO OBREGON,-99.23647,19.38213
10-149,MARIA G DE GARCIA RUIZ,ALVARO OBREGON,-99.21164,19.38772
10-154,MIGUEL HIDALGO,ALVARO OBREGON,-99.21759,19.33561
10-157,MOLINO DE ROSAS,ALVARO OBREGON,-99.20072,19.37207
10-161,OCHO DE AGOSTO,ALVARO OBREGON,-99.19025,19.39337
10-167,PALMAS AXOTITLA,ALVARO OBREGON,-99.23698,19.35295
10-172,PILOTO (ADOLFO LOPEZ MATEOS) (AMPL),ALVARO OBREGON,-99.22683,19.37179
10-178,PRESIDENTES 1RA (AMPL),ALVARO OBREGON,-99.22477,19.3767
10-184,PUENTE COLORADO,ALVARO OBREGON,-99.2311,19.34827
10-185,PUENTE COLORADO (AMPL),ALVARO OBREGON,-99.23002,19.34559
10-186,PUNTA DE CEHUAYO,ALVARO OBREGON,-99.24117,19.36107
10-190,RINCON DE LA BOLSA,ALVARO OBREGON,-99.25284,19.33166
10-204,SANTA ROSA XOCHIAC (PBLO),ALVARO OBREGON,-99.28919,19.32516
10-209,TEJOCOTE,ALVARO OBREGON,-99.21776,19.38281
10-211,TEPEACA (AMPL),ALVARO OBREGON,-99.23448,19.36089
10-216,TIZAMPAMPANO,ALVARO OBREGON,-99.22081,19.34185
10-218,TLACOPAC,ALVARO OBREGON,-99.19417,19.35486
10-219,TLACOYAQUE,ALVARO OBREGON,-99.26519,19.32149
10-221,TLACOYAQUE (BARR),ALVARO OBREGON,-99.26624,19.32387
10-224,TLAPECHICO,ALVARO OBREGON,-99.24414,19.3785
10-228,TORRES DE POTRERO,ALVARO OBREGON,-99.24898,19.33
10-232,UNIDAD POPULAR TEPEACA,ALVARO OBREGON,-99.23966,19.35916
10-234,UNION POPULAR EMILIANO ZAPATA (U HAB),ALVARO OBREGON,-99.20927,19.37148
10-240,ZOTOLTITLA,ALVARO OBREGON,-99.2341,19.35166
10-242,1RA VICTORIA,ALVARO OBREGON,-99.20219,19.38683
10-243,1RA VICTORIA SECCION BOSQUES,ALVARO OBREGON,-99.1978,19.38723
10-245,2DA EL PIRUL (AMPL),ALVARO OBREGON,-99.2421,19.37975
10-251,LOMAS DE PLATEROS (U HAB) II,ALVARO OBREGON,-99.19599,19.36878
10-253,OLIVAR DEL CONDE 1RA SECCION II,ALVARO OBREGON,-99.20996,19.3746
10-254,OLIVAR DEL CONDE 2DA SECCION I,ALVARO OBREGON,-99.21597,19.37239
10-257,PREDIO LA ANGOSTURA,ALVARO OBREGON,-99.23779,19.32945
10-258,RESIDENCIAL MARIA ISABEL,ALVARO OBREGON,-99.22334,19.33537
15-003,ASTURIAS (AMPL),CUAUHTEMOC,-99.13106,19.4072
15-008,CONDESA,CUAUHTEMOC,-99.17621,19.41475
15-012,EX HIPODROMO DE PERALVILLO,CUAUHTEMOC,-99.13478,19.45666
15-013,FELIPE PESCADOR,CUAUHTEMOC,-99.12617,19.45408
15-017,JUAREZ,CUAUHTEMOC,-99.16161,19.427
15-028,SANTA MARIA (U HAB),CUAUHTEMOC,-99.15705,19.45644
15-031,TABACALERA,CUAUHTEMOC,-99.15395,19.43578
15-035,BUENAVISTA I,CUAUHTEMOC,-99.1496,19.44961
15-036,BUENAVISTA II,CUAUHTEMOC,-99.15135,19.44219
15-040,CENTRO IV,CUAUHTEMOC,-99.13603,19.43364
15-042,CENTRO VI,CUAUHTEMOC,-99.13465,19.42472
15-049,DOCTORES V,CUAUHTEMOC,-99.14679,19.41038
